run_index,seed,topology,survival_checkpoint_year,survived_500_year_mark,survived_final_year,final_governance_stability,final_human_control_index,minimum_human_control_index,fragmentation_count,final_connected_components,largest_component_ratio,contagion_containment,contagion_initial_failures,contagion_secondary_failures,trust_memory_decay,final_cooperation,final_trust_memory,minimum_cooperation,minimum_trust_memory,post_betrayal_min_cooperation,first_cooperation_collapse_year,time_to_collapse,recovery_year,recovered_within_window,collapsed,peak_governance_backlog,dominant_defense_action,proposal_quota_count,ai_legislative_processors_count,foundational_veto_count
86,127,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.987,0.913,0.704,0.673,0.704,100,0,,False,True,0.0,none,0,0,0
87,128,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.959,0.765,0.731,0.773,100,0,140,True,False,0.0,none,0,0,0
88,129,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.961,0.752,0.713,0.757,100,0,160,True,False,0.0,none,0,0,0
89,130,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.962,0.773,0.738,0.782,100,0,120,True,False,0.0,none,0,0,0
90,131,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.956,0.735,0.701,0.746,100,0,180,True,False,0.0,none,0,0,0
91,132,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.991,0.94,0.738,0.703,0.745,100,0,180,True,False,0.0,none,0,0,0
92,133,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.997,0.946,0.719,0.686,0.74,100,0,190,True,False,0.0,none,0,0,0
93,134,small-world,500,True,True,0.996,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.964,0.752,0.725,0.792,100,0,120,True,False,0.0,none,0,0,0
94,135,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,2,0,0.1,0.988,0.919,0.716,0.684,0.72,100,0,,False,True,0.0,none,0,0,0
95,136,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.95,0.754,0.716,0.757,100,0,170,True,False,0.0,none,0,0,0
96,137,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.956,0.746,0.714,0.772,100,0,140,True,False,0.0,none,0,0,0
97,138,small-world,500,True,True,0.997,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.999,0.966,0.762,0.728,0.77,100,0,140,True,False,0.0,none,0,0,0
98,139,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.988,0.926,0.696,0.659,0.704,100,0,,False,True,0.0,none,0,0,0
99,140,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,1,0,0.1,0.993,0.934,0.76,0.721,0.76,100,0,190,True,False,0.0,none,0,0,0
100,141,small-world,500,True,True,1.0,1.0,1.0,0,1,1.0,0.0,0,0,0.1,0.998,0.957,0.748,0.715,0.768,100,0,160,True,False,0.0,none,0,0,0
